rn,strata,title,time,event_rr3,censor_rr3,at_risk_rr3,stderr,std.chaz
73,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,72,24,36,1494,0.020602169,0.02031221
74,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,73,18,33,1431,0.02082913,0.020539336
75,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,74,15,51,1377,0.021045281,0.020755818
76,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,75,21,45,1311,0.021324181,0.02103427
77,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,76,15,60,1245,0.021567192,0.021277449
78,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,77,24,54,1170,0.021978245,0.021685529
79,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,78,21,51,1095,0.022362137,0.022067463
80,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,79,21,48,1020,0.02279464,0.022497136
81,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,80,15,54,954,0.023159022,0.022860502
82,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,81,12,48,885,0.023519902,0.023220693
83,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,82,15,36,825,0.023991199,0.023689361
84,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,83,27,66,777,0.024907199,0.024586054
85,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,84,15,36,687,0.025554879,0.025227795
86,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,85,6,30,636,0.02589605,0.025569546
87,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,86,12,54,597,0.026441275,0.026112437
88,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,87,9,33,531,0.027181383,0.026846328
89,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,88,12,30,489,0.027955688,0.02761422
90,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,89,6,36,447,0.02857958,0.02823592
91,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,90,9,42,405,0.029437192,0.029086771
92,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,91,S,24,357,0.029837671,0.029488626
93,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,92,S,42,330,0.030769273,0.030413992
94,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,93,S,33,282,0.031785241,0.031423582
95,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,94,S,36,246,0.032825178,0.032458276
96,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,95,S,42,207,0.033535403,0.033169493
97,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,96,S,24,165,0.034088584,0.033725294
98,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,97,S,30,141,0.034834165,0.034473408
99,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,98,S,21,111,0.037214265,0.036834113
100,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,99,S,18,87,0.042372285,0.041870102
101,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,100,S,9,66,0.050168827,0.049414681
102,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,101,S,24,54,0.057068642,0.056158773
103,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,102,S,12,27,0.057068642,0.056158773
104,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,103,S,S,15,0.057068642,0.056158773
105,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,104,S,S,15,0.123132416,0.115576336
106,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,105,S,S,6,0.197411032,0.183755415
107,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,106,S,S,S,S,S
108,"eth_maori=FALSE, snz_sex_gender_code=F",Learners to Restricted,107,S,S,S,S,S
1,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,0,S,30,21258,0,0
2,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,1,S,30,21228,0,0
3,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,2,S,30,21198,0,0
4,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,3,S,33,21171,4.72E-05,4.72E-05
5,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,4,S,24,21135,4.72E-05,4.72E-05
6,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,5,S,36,21114,6.69E-05,6.69E-05
7,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,6,1014,45,21075,0.001550039,0.001512363
8,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,7,2139,36,20019,0.002894131,0.002760912
9,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,8,1746,24,17847,0.003801782,0.003620158
10,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,9,1347,21,16077,0.004487071,0.004279082
11,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,10,1119,24,14709,0.005072646,0.004845885
12,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,11,1077,39,13566,0.005664106,0.005415651
13,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,12,879,24,12450,0.006178615,0.00591547
14,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,13,756,42,11550,0.006650696,0.006375997
15,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,14,693,27,10752,0.007115346,0.006829209
16,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,15,645,33,10032,0.007580546,0.007282568
17,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,16,498,30,9357,0.007967755,0.007663888
18,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,17,447,39,8829,0.00833912,0.008030172
19,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,18,462,36,8337,0.008749757,0.008432855
20,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,19,387,24,7845,0.009120003,0.008797887
21,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,20,336,21,7434,0.00946267,0.009136886
22,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,21,306,24,7074,0.009793358,0.009464455
23,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,22,282,18,6744,0.010115779,0.0097841
24,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,23,237,36,6447,0.010405509,0.010072475
25,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,24,252,27,6174,0.010731479,0.010395365
26,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,25,213,24,5895,0.01102639,0.010688605
27,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,26,204,12,5658,0.011323571,0.010983973
28,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,27,177,15,5442,0.011594593,0.011254148
29,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,28,159,24,5250,0.011845097,0.011504434
30,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,29,156,18,5070,0.012106625,0.011765342
31,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,30,153,33,4896,0.012372044,0.012029964
32,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,31,141,15,4716,0.012635395,0.012292577
33,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,32,126,15,4557,0.012877873,0.012534919
34,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,33,114,18,4416,0.013108685,0.012765868
35,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,34,93,18,4287,0.013308883,0.012966839
36,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,35,93,27,4173,0.01351476,0.01317334
37,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,36,108,21,4053,0.013762266,0.013420442
38,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,37,102,18,3927,0.014002172,0.013660139
39,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,38,69,18,3804,0.014176873,0.013835887
40,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,39,90,15,3717,0.014413034,0.014071897
41,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,40,66,24,3612,0.014587975,0.014247823
42,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,41,84,18,3522,0.014820986,0.014480732
43,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,42,60,12,3420,0.014995998,0.014656683
44,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,43,69,24,3348,0.015200814,0.014861952
45,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,44,63,30,3258,0.01540191,0.015063558
46,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,45,54,24,3165,0.015575616,0.015238165
47,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,46,63,18,3090,0.015787037,0.015449897
48,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,47,66,30,3012,0.016017591,0.015680358
49,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,48,63,18,2916,0.016256368,0.015918878
50,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,49,60,24,2829,0.016498009,0.0161602
51,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,50,54,21,2742,0.016718415,0.016380752
52,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,51,57,30,2670,0.016952367,0.016614575
53,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,52,30,27,2586,0.017094672,0.01675796
54,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,53,42,27,2529,0.017289037,0.016952911
55,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,54,45,33,2460,0.017511987,0.017175997
56,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,55,51,36,2382,0.017777708,0.017440966
57,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,56,54,18,2292,0.01808242,0.017743938
58,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,57,42,30,2217,0.018327232,0.017988553
59,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,58,45,30,2145,0.018585354,0.018246234
60,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,59,39,39,2073,0.01883872,0.018499303
61,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,60,48,27,1995,0.01915014,0.018809091
62,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,61,36,33,1920,0.01940771,0.01906639
63,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,62,27,36,1854,0.01960457,0.019263941
64,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,63,27,33,1791,0.019837299,0.019496926
65,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,64,30,51,1728,0.020101681,0.019761072
66,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,65,24,33,1647,0.020323239,0.019983145
67,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,66,21,33,1593,0.020529034,0.020189658
68,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,67,21,27,1533,0.020768993,0.02042997
69,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,68,18,30,1485,0.020967233,0.020629035
70,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,69,21,42,1437,0.021235822,0.020897627
71,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,70,21,36,1374,0.021487818,0.021149945
72,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,71,24,51,1317,0.021785452,0.021447256
73,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,72,24,36,1245,0.022114049,0.021775108
74,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,73,12,33,1188,0.02232327,0.021985243
75,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,74,15,39,1143,0.022565807,0.022228463
76,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,75,18,33,1086,0.022887967,0.02255036
77,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,76,12,54,1038,0.023153351,0.022816317
78,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,77,15,54,972,0.023546328,0.023208079
79,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,78,9,42,900,0.023784516,0.023447294
80,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,79,9,33,846,0.024020565,0.023684451
81,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,80,9,42,804,0.024377049,0.024041009
82,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,81,12,33,753,0.024816578,0.024479516
83,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,82,15,39,705,0.025471585,0.025128434
84,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,83,9,57,648,0.025894729,0.025551354
85,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,84,12,30,582,0.026644511,0.026294168
86,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,85,12,30,537,0.027365549,0.027009791
87,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,86,12,33,495,0.028191966,0.027828442
88,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,87,S,27,450,0.028455249,0.028093362
89,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,88,6,24,420,0.029159061,0.028794256
90,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,89,S,36,390,0.029501421,0.029138238
91,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,90,S,36,348,0.030334266,0.029966924
92,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,91,S,27,309,0.031030439,0.03066239
93,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,92,9,33,279,0.032503593,0.032115609
94,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,93,S,24,237,0.033311729,0.032923129
95,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,94,S,27,213,0.033973108,0.03358594
96,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,95,S,36,183,0.035288054,0.034894083
97,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,96,S,24,144,0.035960249,0.03556908
98,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,97,S,12,120,0.036921098,0.036532231
99,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,98,S,12,108,0.036921098,0.036532231
100,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,99,S,21,96,0.03980953,0.03939058
101,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,100,S,15,75,0.03980953,0.03939058
102,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,101,S,24,60,0.046685178,0.04611036
103,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,102,S,12,33,0.055414541,0.054692022
104,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,103,S,S,21,0.055414541,0.054692022
105,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,104,S,S,15,0.055414541,0.054692022
106,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,105,S,S,9,0.055414541,0.054692022
107,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,106,S,S,S,S,S
108,"eth_maori=FALSE, snz_sex_gender_code=M",Learners to Restricted,107,S,S,S,S,S
1,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,0,S,24,6084,0,0
2,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,1,S,S,6060,0,0
3,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,2,S,12,6054,0,0
4,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,3,S,15,6045,0,0
5,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,4,S,9,6030,0,0
6,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,5,S,9,6018,0.000166154,0.000166141
7,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,6,123,9,6009,0.00187992,0.001860574
8,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,7,258,15,5877,0.003373615,0.003311047
9,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,8,210,12,5604,0.004273731,0.004194157
10,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,9,177,18,5382,0.004954902,0.004865344
11,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,10,177,9,5187,0.005600195,0.005500026
12,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,11,177,21,4998,0.006221334,0.006110083
13,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,12,165,12,4800,0.006794468,0.006673453
14,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,13,156,15,4623,0.007332739,0.007202846
15,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,14,168,15,4452,0.007907411,0.007765982
16,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,15,132,15,4269,0.008366678,0.008219096
17,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,16,117,12,4119,0.008776653,0.008624618
18,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,17,99,12,3996,0.009135613,0.008980692
19,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,18,111,15,3885,0.009537697,0.00937808
20,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,19,75,21,3759,0.009817661,0.009657071
21,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,20,96,15,3663,0.010177265,0.01001323
22,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,21,93,15,3555,0.010541971,0.010374175
23,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,22,72,15,3447,0.010831365,0.010662067
24,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,23,72,27,3363,0.011127796,0.010956717
25,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,24,81,15,3264,0.011464163,0.011290036
26,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,25,60,6,3168,0.011722513,0.011547451
27,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,26,60,S,3102,0.011990652,0.011814359
28,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,27,57,12,3036,0.012250465,0.01207307
29,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,28,54,15,2967,0.01249345,0.012315277
30,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,29,57,12,2904,0.012757087,0.012577633
31,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,30,51,12,2835,0.013007705,0.012827231
32,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,31,39,18,2772,0.013204102,0.013023569
33,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,32,45,21,2712,0.013437285,0.013256043
34,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,33,39,15,2649,0.013640341,0.013458901
35,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,34,42,24,2592,0.013865596,0.013683563
36,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,35,39,21,2529,0.014092882,0.013910211
37,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,36,42,18,2469,0.014339399,0.014155698
38,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,37,39,18,2409,0.014569534,0.014385124
39,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,38,27,18,2352,0.014744282,0.014559991
40,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,39,36,15,2307,0.014975484,0.01479045
41,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,40,33,21,2256,0.015207123,0.01502133
42,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,41,42,18,2199,0.015502462,0.015314462
43,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,42,24,12,2139,0.015672632,0.015484776
44,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,43,33,18,2103,0.015912637,0.015723865
45,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,44,33,12,2052,0.016168322,0.015978321
46,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,45,27,15,2007,0.016369304,0.016179044
47,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,46,27,21,1968,0.016584017,0.016393287
48,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,47,30,12,1920,0.016823359,0.016631741
49,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,48,18,18,1878,0.016967308,0.016776022
50,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,49,27,24,1842,0.017212475,0.017020203
51,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,50,18,18,1791,0.017376174,0.017184079
52,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,51,24,24,1755,0.017601777,0.017409073
53,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,52,21,18,1710,0.017807121,0.017614129
54,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,53,24,6,1671,0.018049739,0.017855874
55,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,54,21,15,1641,0.018246167,0.018052127
56,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,55,21,30,1608,0.018470295,0.018275694
57,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,56,15,12,1560,0.01864971,0.018455149
58,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,57,18,21,1527,0.018880677,0.018685487
59,"eth_maori=TRUE, snz_sex_gender_code=F",Learners to Restricted,58,27,24,1488,0.019206323,0.01900856
